"","Channel 1 - Elbow Last (C)","Channel 2 - Forearm Last (C)","Channel 3 - Knuckle Last (C)","Channel 4 - Blade of Hand Last (C)","Channel 5 - Thumb Last (C)","Channel 6 - Cupping Last (C)","Channel 7 - Palm Last (C)","Channel 8 - Elbow (lower) Last (C)"
"1691625787","36.444","38.203","35.879","34.403","33.340","33.034","31.394","32.593"
"1691625788","36.400","38.196","35.894","34.374","33.361","33.004","31.398","32.633"
"1691625789","36.327","38.167","35.912","34.312","33.391","32.983","31.387","32.593"
"1691625790","36.320","38.120","35.926","34.323","33.409","32.979","31.383","32.589"
"1691625791","36.280","38.101","35.937","34.349","33.423","32.972","31.372","32.585"
"1691625792","36.251","38.087","35.941","34.352","33.412","32.953","31.339","32.556"
"1691625793","36.211","38.054","35.952","34.338","33.409","32.953","31.325","32.545"
"1691625794","36.211","38.039","35.966","34.316","33.409","32.928","31.332","32.513"
"1691625795","36.181","38.043","35.974","34.316","33.405","32.899","31.314","32.509"
"1691625796","36.145","38.025","35.981","34.294","33.405","32.877","31.307","32.505"
"1691625797","36.141","38.021","35.981","34.290","33.416","32.848","31.299","32.520"
"1691625798","36.218","37.948","36.003","34.294","33.398","32.837","31.288","32.513"
"1691625799","36.254","37.956","36.014","34.312","33.409","32.815","31.285","32.513"
"1691625800","36.192","37.948","36.003","34.301","33.434","32.786","31.285","32.491"
"1691625801","36.138","37.963","36.014","34.309","33.460","32.797","31.299","32.494"
"1691625802","36.105","37.974","36.028","34.331","33.478","32.804","31.299","32.523"
"1691625803","36.127","37.970","36.025","34.349","33.493","32.815","31.303","32.502"
"1691625804","36.163","37.981","36.017","34.345","33.496","32.851","31.296","32.487"
"1691625805","36.174","37.999","36.010","34.345","33.492","32.880","31.277","32.487"
"1691625806","36.203","37.999","35.996","34.360","33.485","32.891","31.277","32.480"
"1691625807","36.203","37.988","35.963","34.316","33.416","32.862","31.241","32.476"
"1691625808","36.159","37.985","35.963","34.316","33.427","32.855","31.252","32.520"
"1691625809","36.119","37.974","35.959","34.312","33.467","32.829","31.263","32.502"
"1691625810","36.105","37.963","35.981","34.305","33.503","32.840","31.252","32.472"
"1691625811","36.090","37.966","35.970","34.294","33.540","32.840","31.230","32.469"
"1691625812","36.068","37.977","35.966","34.287","33.525","32.815","31.204","32.447"
"1691625813","36.054","37.977","35.955","34.290","33.529","32.829","31.194","32.476"
"1691625814","36.057","37.974","35.966","34.290","33.554","32.866","31.226","32.480"
"1691625815","36.065","37.992","35.959","34.301","33.562","32.859","31.234","32.509"
"1691625816","36.054","37.974","35.966","34.356","33.562","32.873","31.263","32.538"
"1691625817","36.065","37.988","35.963","34.374","33.569","32.869","31.285","32.545"
"1691625818","36.039","38.021","35.955","34.392","33.572","32.866","31.292","32.523"
"1691625819","35.995","38.017","35.959","34.389","33.572","32.869","31.288","32.483"
"1691625820","35.974","38.014","35.963","34.360","33.547","32.869","31.255","32.392"
"1691625821","36.006","37.974","35.970","34.359","33.551","32.862","31.230","32.370"
"1691625822","35.973","37.934","35.977","34.345","33.514","32.880","31.226","32.370"
"1691625823","35.952","37.930","35.959","34.334","33.492","32.866","31.219","32.370"
"1691625824","35.922","37.944","35.984","34.341","33.481","32.829","31.226","32.436"
"1691625825","35.952","37.890","35.984","34.352","33.467","32.807","31.230","32.425"
"1691625826","35.988","37.897","35.981","34.378","33.467","32.800","31.233","32.421"
"1691625827","35.992","37.926","35.959","34.392","33.456","32.789","31.226","32.414"
"1691625828","36.061","37.948","35.937","34.418","33.448","32.800","31.211","32.414"
"1691625829","36.075","37.977","35.926","34.425","33.456","32.847","31.226","32.399"
"1691625830","36.079","37.995","35.930","34.432","33.463","32.898","31.226","32.367"
"1691625831","36.105","38.017","35.926","34.429","33.467","32.906","31.215","32.388"
"1691625832","36.104","38.061","35.922","34.421","33.474","32.917","31.197","32.417"
"1691625833","36.046","38.083","35.904","34.414","33.485","32.949","31.164","32.399"
"1691625834","36.028","38.126","35.908","34.410","33.459","32.898","31.150","32.392"
"1691625835","36.061","38.145","35.922","34.425","33.459","32.862","31.182","32.396"
"1691625836","36.108","38.152","35.908","34.414","33.463","32.847","31.201","32.414"
"1691625837","36.119","38.137","35.900","34.403","33.445","32.844","31.211","32.414"
"1691625838","36.130","38.174","35.900","34.370","33.434","32.836","31.244","32.396"
"1691625839","36.155","38.196","35.904","34.330","33.401","32.793","31.248","32.403"
"1691625840","36.199","38.203","35.889","34.308","33.434","32.800","31.273","32.399"
"1691625841","36.228","38.218","35.879","34.323","33.452","32.789","31.281","32.388"
"1691625842","36.250","38.221","35.879","34.337","33.459","32.767","31.288","32.388"
"1691625843","36.298","38.254","35.897","34.330","33.518","32.738","31.262","32.388"
"1691625844","36.301","38.276","35.904","34.359","33.477","32.767","31.284","32.395"
"1691625845","36.316","38.243","35.889","34.356","33.430","32.785","31.295","32.414"
"1691625846","36.327","38.261","35.897","34.345","33.375","32.807","31.310","32.457"
"1691625847","36.337","38.268","35.893","34.323","33.328","32.800","31.332","32.468"
"1691625848","36.279","38.268","35.904","34.308","33.281","32.792","31.313","32.443"
"1691625849","36.232","38.225","35.908","34.297","33.299","32.803","31.321","32.406"
"1691625850","36.254","38.188","35.904","34.330","33.306","32.774","31.302","32.432"
"1691625851","36.221","38.199","35.918","34.366","33.357","32.807","31.328","32.381"
"1691625852","36.170","38.188","35.904","34.377","33.383","32.847","31.346","32.352"
"1691625853","36.210","38.214","35.878","34.392","33.346","32.862","31.346","32.399"
"1691625854","36.228","38.254","35.878","34.374","33.292","32.865","31.328","32.439"
"1691625855","36.257","38.283","35.857","34.377","33.284","32.851","31.335","32.461"
"1691625856","36.301","38.298","35.838","34.399","33.303","32.873","31.339","32.461"
"1691625857","36.257","38.301","35.809","34.414","33.332","32.876","31.332","32.450"
"1691625858","36.199","38.290","35.824","34.428","33.364","32.898","31.339","32.406"
"1691625859","36.166","38.276","35.849","34.436","33.386","32.898","31.324","32.443"
"1691625860","36.133","38.246","35.860","34.439","33.386","32.880","31.328","32.494"
"1691625861","36.115","38.235","35.875","34.399","33.321","32.887","31.320","32.464"
"1691625862","36.093","38.232","35.882","34.341","33.241","32.898","31.332","32.461"
"1691625863","36.115","38.228","35.875","34.344","33.255","32.916","31.299","32.501"
"1691625864","36.126","38.272","35.853","34.359","33.270","32.942","31.299","32.563"
"1691625865","36.155","38.221","35.845","34.363","33.284","32.978","31.313","32.577"
"1691625866","36.152","38.206","35.853","34.363","33.317","32.975","31.295","32.548"
"1691625867","36.122","38.174","35.831","34.381","33.317","32.982","31.284","32.541"
"1691625868","36.090","38.166","35.842","34.403","33.324","32.993","31.306","32.497"
"1691625869","36.082","38.206","35.860","34.410","33.353","33.004","31.342","32.483"
"1691625870","36.086","38.217","35.845","34.381","33.346","33.015","31.357","32.475"
"1691625871","36.104","38.221","35.842","34.352","33.313","33.026","31.368","32.523"
"1691625872","36.104","38.264","35.842","34.333","33.306","33.036","31.386","32.530"
"1691625873","36.042","38.246","35.824","34.308","33.310","33.029","31.397","32.515"
"1691625874","36.038","38.217","35.831","34.290","33.321","33.036","31.390","32.490"
"1691625875","36.039","38.206","35.838","34.282","33.321","33.029","31.353","32.439"
"1691625876","36.017","38.192","35.867","34.308","33.332","33.047","31.342","32.424"
"1691625877","35.998","38.188","35.842","34.290","33.342","33.014","31.306","32.442"
"1691625878","35.984","38.192","35.794","34.275","33.375","32.971","31.328","32.490"
"1691625879","35.973","38.221","35.853","34.275","33.386","32.927","31.328","32.475"
"1691625880","35.984","38.246","35.845","34.228","33.401","32.894","31.313","32.479"
"1691625881","36.046","38.268","35.849","34.224","33.408","32.894","31.317","32.490"
"1691625882","36.108","38.272","35.871","34.242","33.433","32.876","31.328","32.508"
"1691625883","36.068","38.243","35.853","34.260","33.484","32.883","31.346","32.497"
"1691625884","36.049","38.235","35.849","34.268","33.484","32.891","31.353","32.483"
"1691625885","36.006","38.272","35.849","34.304","33.466","32.891","31.339","32.475"
"1691625886","35.962","38.279","35.856","34.322","33.441","32.876","31.331","32.468"
"1691625887","36.017","38.315","35.864","34.363","33.470","32.861","31.342","32.526"
"1691625888","36.100","38.301","35.874","34.373","33.474","32.872","31.349","32.501"
"1691625889","36.053","38.272","35.874","34.392","33.463","32.869","31.331","32.450"
"1691625890","36.089","38.254","35.885","34.399","33.466","32.858","31.324","32.450"
"1691625891","36.108","38.239","35.885","34.384","33.470","32.814","31.324","32.464"
"1691625892","36.108","38.279","35.911","34.370","33.495","32.789","31.324","32.501"
"1691625893","36.097","38.305","35.922","34.388","33.503","32.796","31.324","32.493"
"1691625894","36.082","38.319","35.925","34.406","33.521","32.796","31.324","32.483"
"1691625895","36.100","38.334","35.904","34.424","33.506","32.829","31.346","32.483"
"1691625896","36.140","38.363","35.889","34.450","33.499","32.851","31.360","32.475"
"1691625897","36.210","38.396","35.853","34.472","33.539","32.887","31.375","32.475"
"1691625898","36.221","38.403","35.860","34.483","33.543","32.887","31.390","32.472"
"1691625899","36.228","38.392","35.867","34.494","33.557","32.887","31.375","32.461"
"1691625900","36.235","38.407","35.878","34.505","33.565","32.876","31.375","32.461"
"1691625901","36.210","38.425","35.860","34.501","33.557","32.876","31.379","32.435"
"1691625902","36.242","38.447","35.845","34.508","33.557","32.872","31.386","32.424"
"1691625903","36.235","38.458","35.783","34.494","33.554","32.909","31.386","32.453"
"1691625904","36.221","38.465","35.740","34.508","33.557","32.971","31.408","32.526"
"1691625905","36.246","38.418","35.754","34.512","33.565","32.996","31.415","32.548"
"1691625906","36.279","38.323","35.816","34.486","33.608","32.982","31.386","32.574"
"1691625907","36.293","38.286","35.794","34.497","33.594","32.996","31.371","32.512"
"1691625908","36.326","38.283","35.765","34.508","33.568","33.022","31.342","32.504"
"1691625909","36.352","38.272","35.787","34.494","33.525","33.014","31.331","32.534"
"1691625910","36.381","38.283","35.802","34.516","33.506","33.004","31.342","32.570"
"1691625911","36.348","38.290","35.820","34.483","33.495","33.022","31.324","32.617"
"1691625912","36.352","38.279","35.831","34.505","33.532","33.007","31.335","32.603"
"1691625913","36.366","38.305","35.809","34.501","33.543","32.996","31.353","32.588"
"1691625914","36.392","38.323","35.827","34.508","33.565","32.967","31.368","32.592"
"1691625915","36.312","38.294","35.853","34.512","33.510","32.978","31.390","32.581"
"1691625916","36.268","38.250","35.856","34.490","33.532","32.985","31.397","32.534"
"1691625917","36.279","38.250","35.871","34.490","33.554","32.971","31.397","32.541"
"1691625918","36.250","38.243","35.885","34.501","33.517","32.960","31.382","32.530"
"1691625919","36.239","38.217","35.896","34.523","33.506","32.934","31.364","32.519"
"1691625920","36.271","38.217","35.900","34.515","33.488","32.938","31.349","32.515"
"1691625921","36.297","38.217","35.900","34.494","33.462","32.920","31.342","32.501"
"1691625922","36.279","38.199","35.904","34.494","33.484","32.880","31.335","32.497"
"1691625923","36.279","38.173","35.911","34.443","33.510","32.829","31.331","32.482"
"1691625924","36.217","38.159","35.911","34.402","33.543","32.788","31.317","32.504"
"1691625925","36.213","38.130","35.904","34.410","33.543","32.774","31.291","32.530"
"1691625926","36.184","38.101","35.911","34.428","33.495","32.741","31.295","32.544"
"1691625927","36.162","38.079","35.893","34.443","33.474","32.763","31.309","32.552"
"1691625928","36.140","38.068","35.911","34.435","33.462","32.832","31.331","32.541"
"1691625929","36.100","38.046","35.900","34.406","33.452","32.839","31.327","32.526"
"1691625930","36.064","38.035","35.896","34.413","33.390","32.850","31.346","32.490"
"1691625931","36.038","38.020","35.907","34.373","33.415","32.810","31.335","32.490"
"1691625932","36.016","38.006","35.914","34.337","33.415","32.807","31.338","32.471"
"1691625933","35.973","37.940","35.922","34.290","33.415","32.807","31.287","32.497"
"1691625934","35.951","37.904","35.914","34.297","33.397","32.818","31.313","32.475"
"1691625935","35.998","37.842","35.936","34.271","33.404","32.843","31.342","32.479"
"1691625936","36.038","37.842","35.936","34.257","33.368","32.865","31.357","32.515"
"1691625937","36.064","37.871","35.940","34.279","33.360","32.880","31.371","32.493"
"1691625938","36.035","37.885","35.929","34.304","33.401","32.898","31.371","32.468"
"1691625939","36.002","37.893","35.925","34.293","33.430","32.920","31.378","32.446"
"1691625940","35.984","37.878","35.911","34.304","33.430","32.909","31.382","32.424"
"1691625941","35.936","37.875","35.907","34.293","33.422","32.890","31.378","32.413"
"1691625942","35.900","37.838","35.914","34.260","33.389","32.879","31.338","32.384"
"1691625943","35.856","37.816","35.900","34.275","33.404","32.883","31.324","32.344"
"1691625944","35.812","37.809","35.852","34.264","33.419","32.865","31.309","32.271"
"1691625945","35.794","37.765","35.860","34.271","33.422","32.850","31.276","32.315"
"1691625946","35.790","37.765","35.885","34.278","33.407","32.857","31.258","32.340"
"1691625947","35.772","37.809","35.881","34.267","33.397","32.883","31.262","32.369"
"1691625948","35.805","37.812","35.892","34.297","33.422","32.901","31.287","32.424"
"1691625949","35.823","37.841","35.885","34.329","33.433","32.890","31.291","32.402"
"1691625950","35.838","37.849","35.900","34.344","33.477","32.883","31.273","32.369"
"1691625951","35.816","37.863","35.900","34.333","33.535","32.857","31.287","32.362"
"1691625952","35.812","37.849","35.900","34.337","33.531","32.846","31.276","32.376"
"1691625953","35.783","37.856","35.892","34.344","33.520","32.857","31.276","32.376"
"1691625954","35.721","37.834","35.907","34.366","33.524","32.879","31.280","32.351"
"1691625955","35.743","37.805","35.899","34.322","33.524","32.879","31.265","32.351"
"1691625956","35.761","37.798","35.918","34.326","33.535","32.879","31.269","32.333"
"1691625957","35.779","37.816","35.914","34.347","33.524","32.883","31.276","32.362"
"1691625958","35.787","37.809","35.921","34.362","33.528","32.883","31.294","32.369"
"1691625959","35.779","37.816","35.907","34.366","33.509","32.864","31.283","32.336"
"1691625960","35.717","37.820","35.918","34.329","33.499","32.814","31.269","32.318"
"1691625961","35.699","37.798","35.925","34.304","33.488","32.828","31.247","32.303"
